,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot,GO
300917,"globus pallidus, internal segment",STAT3,8.4096,1.0219762294785908,6.8823,precentral gyrus,0.4762969425406688,P40763,"[u'GO:0000122', u'GO:0001103', u'GO:0001659', u'GO:0001754', u'GO:0003677', u'GO:0003700', u'GO:0003700', u'GO:0004871', u'GO:0004879', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005743', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005886', u'GO:0006355', u'GO:0006357', u'GO:0006366', u'GO:0006606', u'GO:0006928', u'GO:0006953', u'GO:0007165', u'GO:0007165', u'GO:0007259', u'GO:0007399', u'GO:0008134', u'GO:0008283', u'GO:0008285', u'GO:0016032', u'GO:0016310', u'GO:0019221', u'GO:0019901', u'GO:0019903', u'GO:0019953', u'GO:0030522', u'GO:0031730', u'GO:0032355', u'GO:0032870', u'GO:0035019', u'GO:0035259', u'GO:0040014', u'GO:0042493', u'GO:0042593', u'GO:0042755', u'GO:0043565', u'GO:0043565', u'GO:0044212', u'GO:0045471', u'GO:0045747', u'GO:0045820', u'GO:0045893', u'GO:0045944', u'GO:0045944', u'GO:0046983', u'GO:0048011', u'GO:0048708', u'GO:0060019', u'GO:0060396', u'GO:0060397', u'GO:0060397', u'GO:0060397', u'GO:0060548', u'GO:0070102', u'GO:0070102', u'GO:0070102', u'GO:2001223']"
301115,"globus pallidus, internal segment",STAR,8.4178,1.0250630669773366,7.749,precentral gyrus,0.8084670812628959,P49675,"[u'GO:0005758', u'GO:0005758', u'GO:0005829', u'GO:0006694', u'GO:0006699', u'GO:0006700', u'GO:0006701', u'GO:0006703', u'GO:0007420', u'GO:0007584', u'GO:0008202', u'GO:0008203', u'GO:0008211', u'GO:0008584', u'GO:0009635', u'GO:0010212', u'GO:0010288', u'GO:0010628', u'GO:0014823', u'GO:0015485', u'GO:0016101', u'GO:0017127', u'GO:0017143', u'GO:0018879', u'GO:0018894', u'GO:0018958', u'GO:0018963', u'GO:0030061', u'GO:0032367', u'GO:0032869', u'GO:0035094', u'GO:0035457', u'GO:0042493', u'GO:0042542', u'GO:0042747', u'GO:0043005', u'GO:0043025', u'GO:0043524', u'GO:0043627', u'GO:0044281', u'GO:0044321', u'GO:0044344', u'GO:0045471', u'GO:0048168', u'GO:0050756', u'GO:0050769', u'GO:0050810', u'GO:0051412', u'GO:0060992', u'GO:0061370', u'GO:0071222', u'GO:0071236', u'GO:0071276', u'GO:0071312', u'GO:0071320', u'GO:0071333', u'GO:0071346', u'GO:0071372', u'GO:0071373', u'GO:0071378', u'GO:0071549', u'GO:0071560', u'GO:0071872']"
301279,"globus pallidus, internal segment",ITGAE,9.6405,1.4853406535281364,7.2417,precentral gyrus,0.6140400461021877,P38570,"[u'GO:0005886', u'GO:0007155', u'GO:0007229', u'GO:0008305', u'GO:0009897', u'GO:0030198', u'GO:0046872']"
301449,"globus pallidus, internal segment",C1orf159,9.7691,1.5337513001548093,7.5599,precentral gyrus,0.7359928996171441,Q96HA4,[u'GO:0016021']
301627,"globus pallidus, internal segment",TNK2,9.017,1.250628070544229,6.7739,precentral gyrus,0.4347517215443733,Q07912,"[u'GO:0004674', u'GO:0004712', u'GO:0004713', u'GO:0004715', u'GO:0005095', u'GO:0005154', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005634', u'GO:0005737', u'GO:0005768', u'GO:0005886', u'GO:0005886', u'GO:0005905', u'GO:0005912', u'GO:0006897', u'GO:0007166', u'GO:0007169', u'GO:0007264', u'GO:0016020', u'GO:0016310', u'GO:0016310', u'GO:0016477', u'GO:0030136', u'GO:0030154', u'GO:0030424', u'GO:0030425', u'GO:0030426', u'GO:0030659', u'GO:0031234', u'GO:0038083', u'GO:0042127', u'GO:0043025', u'GO:0043086', u'GO:0045087', u'GO:0046872', u'GO:0050699', u'GO:0050731', u'GO:0051427', u'GO:0070436', u'GO:2000369']"
301839,"globus pallidus, internal segment",NCOA4,8.8936,1.2041749306240779,7.0339,precentral gyrus,0.5343989305760786,Q13772,"[u'GO:0003713', u'GO:0005634', u'GO:0006351', u'GO:0008584', u'GO:0009725', u'GO:0030521', u'GO:0045893', u'GO:0050681']"
302047,"globus pallidus, internal segment",RAB5A,8.4619,1.041664229623031,7.3758,precentral gyrus,0.6654350104527711,P20339,"[u'GO:0001726', u'GO:0003924', u'GO:0003924', u'GO:0003924', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005525', u'GO:0005737', u'GO:0005768', u'part_of(CL:0002608),part_of(GO:0043679)|part_of(CL:0002608),part_of(GO:0030425)', u'GO:0005769', u'GO:0005769', u'GO:0005769', u'GO:0005769', u'GO:0005769', u'GO:0005829', u'GO:0005886', u'GO:0006886', u'GO:0006897', u'GO:0007596', u'GO:0008021', u'GO:0010008', u'GO:0014911', u'GO:0015629', u'GO:0019003', u'GO:0019003', u'GO:0030100', u'GO:0030139', u'GO:0030424', u'GO:0030425', u'GO:0032482', u'GO:0036465', u'GO:0036477', u'GO:0042470', u'GO:0042589', u'GO:0043025', u'GO:0043195', u'GO:0043234', u'GO:0043679', u'GO:0045022', u'GO:0045121', u'GO:0045335', u'GO:0045921', u'GO:0048169', u'GO:0048471', u'GO:0048661', u'GO:0051021', u'GO:0051036', u'occurs_in(GO:0005769)', u'GO:0051489', u'GO:0055037', u'GO:0070062', u'GO:0098559', u'GO:2000286', u'GO:2000300']"
302183,"globus pallidus, internal segment",RAB3IL1,8.7383,1.145713239946611,8.0815,precentral gyrus,0.9359005312745962,Q8TBN0,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0015031', u'GO:0017112', u'GO:0032851']"
302396,putamen,RRBP1,8.6578,1.1154095303552642,7.9133,precentral gyrus,0.8714364522010081,A0A087WU26, 
302495,putamen,LAPTM4A,8.5757,1.0845035110080647,8.2186,precentral gyrus,0.988445271114007,Q15012,"[u'GO:0005794', u'GO:0006810', u'GO:0016021']"
302735,short insular gyri,BOP1,2.9919,1.0174822481988997,3.0526,substantia nigra,0.9914681206467241,A0A075B729,[u'GO:0006364']
302955,"globus pallidus, internal segment",SRSF7,8.3905,1.0147861567680974,7.2025,precentral gyrus,0.5990163130481766,Q16629,"[u'GO:0000166', u'GO:0000398', u'GO:0000398', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005737', u'GO:0006366', u'GO:0006369', u'GO:0006369', u'GO:0006397', u'GO:0006406', u'GO:0006406', u'GO:0008270', u'GO:0008380', u'GO:0010467', u'GO:0031124', u'GO:0044822', u'GO:0044822', u'GO:0048025', u'GO:0070062', u'GO:0070062']"
303046,"globus pallidus, external segment",LMBRD1,2.9416,1.0364173611485235,3.9881,precentral gyrus,0.6329297973807224,Q9NUN5,"[u'GO:0005158', u'GO:0005765', u'GO:0005886', u'GO:0006766', u'GO:0006767', u'GO:0009235', u'GO:0016020', u'GO:0016021', u'GO:0016032', u'GO:0031419', u'GO:0038016', u'GO:0044281', u'GO:0045334', u'GO:0046325', u'GO:0046627', u'GO:0051898']"
303295,putamen,CALCA,8.3898,1.0145226462499117,7.8588,precentral gyrus,0.8505488641539776,P01258,"[u'GO:0001984', u'GO:0002027', u'GO:0002548', u'GO:0005179', u'GO:0005515', u'GO:0005515', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005615', u'GO:0005634', u'GO:0005737', u'GO:0006954', u'GO:0006954', u'GO:0007189', u'GO:0007204', u'GO:0007218', u'GO:0007566', u'GO:0007568', u'GO:0007631', u'GO:0009408', u'GO:0030279', u'GO:0031645', u'GO:0031716', u'GO:0031716', u'GO:0031716', u'GO:0032147', u'GO:0042802', u'GO:0043025', u'GO:0043195', u'GO:0045762', u'GO:0045762', u'GO:0045778', u'GO:0045779', u'GO:0045892', u'GO:0045986', u'GO:0045986', u'GO:0048265', u'GO:0050727', u'GO:0050965', u'GO:0051482', u'GO:0071356', u'GO:1990090']"
303505,"globus pallidus, internal segment",ERLIN2,8.3543,1.0011588985419269,8.0722,precentral gyrus,0.9323362272592315,O94905,"[u'GO:0005515', u'GO:0005737', u'GO:0005783', u'GO:0005783', u'GO:0005789', u'GO:0005789', u'GO:0005886', u'GO:0016021', u'GO:0030433', u'GO:0043234', u'GO:0070062']"
303615,"globus pallidus, external segment",AIMP2,3.0027,1.0134166573468928,4.3471,precentral gyrus,0.4953399972177139,Q13155,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0006418', u'GO:0006418', u'GO:0006915', u'GO:0008285', u'GO:0010467', u'GO:0016020', u'GO:0031398', u'GO:0060510']"
303833,"globus pallidus, internal segment",RSU1,8.7445,1.1480471902505407,7.1388,precentral gyrus,0.5746027468354089,Q15404,"[u'GO:0005515', u'GO:0005829', u'GO:0005925', u'localization_dependent_on(GO:0034446),in_presence_of(UniProtKB:P02751),part_of(CL:0000066),in_presence_of(UniProtKB:P48059)', u'GO:0007165', u'GO:0007265', u'GO:0010811', u'GO:0034329', u'GO:0043547', u'has_input(UniProtKB:P02751),occurs_in(CL:0000066),has_regulation_target(UniProtKB:P63000),happens_during(GO:0034446)', u'GO:0070062', u'GO:0070062', u'GO:2000179', u'GO:0010810']"
304051,"globus pallidus, internal segment",IGSF9B,8.5301,1.0673376829662584,7.7949,precentral gyrus,0.8260586462419548,Q9UPX0,"[u'GO:0005886', u'GO:0007156', u'GO:0016021', u'GO:0019900', u'GO:0030425', u'GO:0043025', u'GO:0060077', u'GO:0097151']"
304185,"globus pallidus, internal segment",FUBP1,2.2912,1.2812562769027072,7.8409,precentral gyrus,0.8436885370706413,Q96AE4,"[u'GO:0001205', u'GO:0003697', u'GO:0003700', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0006366', u'GO:0010628', u'GO:0044822', u'GO:0044822', u'GO:0045944']"
304314,putamen,KDM7A,1.8003,1.4660524388703096,4.2515,precentral gyrus,0.5319795094616794,Q6ZMT4,"[u'GO:0005506', u'GO:0005506', u'GO:0005634', u'GO:0071558', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005730', u'GO:0006325', u'GO:0006351', u'GO:0008270', u'GO:0016706', u'GO:0016706', u'GO:0030901', u'GO:0032454', u'GO:0032454', u'GO:0032454', u'GO:0033169', u'GO:0033169', u'GO:0033169', u'GO:0035064', u'GO:0035574', u'GO:0035575', u'GO:0045893', u'GO:0051864', u'GO:0055114', u'GO:0070544', u'GO:0071557', u'GO:0071557', u'GO:0071557', u'GO:0071558', u'GO:0071558', u'GO:0071558']"
304426,"globus pallidus, internal segment",HIST1H1B,2.7625,1.103838409444302,3.5753,precentral gyrus,0.7911389046433687,P16401,"[u'GO:0000122', u'GO:0000786', u'GO:0000790', u'GO:0000790', u'GO:0005720', u'GO:0006325', u'GO:0006334', u'GO:0030307', u'GO:0031490', u'GO:0031490', u'dependent_on(GO:0030154)', u'GO:0042826', u'GO:0044822', u'GO:0050821', u'GO:0051574', u'GO:0070062', u'GO:0071169']"
304518,"globus pallidus, internal segment",CYP4B1,2.2502,1.2966904643964363,5.0017,precentral gyrus,0.24445898555558196,P13584,"[u'GO:0005506', u'GO:0005789', u'GO:0006805', u'GO:0006805', u'GO:0008144', u'GO:0018585', u'GO:0018879', u'GO:0018917', u'GO:0019825', u'GO:0020037', u'GO:0042738', u'GO:0044281', u'GO:0055114', u'GO:0070330']"
304646,"globus pallidus, internal segment",TULP3,8.4804,1.0486284361750793,8.0811,precentral gyrus,0.9357472278760856,A0A087WYY4, 
304883,putamen,ALB,8.4701,1.044751067121777,7.7321,precentral gyrus,0.8019900126758351,A0A087WWT3,"[u'GO:0005615', u'GO:0006810']"
305033,putamen,GABPA,2.6679,1.1394499737591017,3.422,precentral gyrus,0.8498924321224471,Q06546,"[u'GO:0000122', u'GO:0000790', u'GO:0000978', u'GO:0000978', u'GO:0001077', u'GO:0001228', u'GO:0001701', u'GO:0003677', u'GO:0003682', u'GO:0003700', u'GO:0003700', u'GO:0003713', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0006366', u'GO:0006996', u'GO:0007005', u'GO:0030154', u'GO:0044212', u'GO:0045653', u'GO:0045944', u'GO:0045944', u'GO:0045944', u'GO:0046982']"
305153,"globus pallidus, internal segment",OVOL1,8.682,1.1245194654125388,8.0418,precentral gyrus,0.9206851689724475,O14753,"[u'GO:0000122', u'GO:0000978', u'GO:0000981', u'GO:0001078', u'GO:0001822', u'GO:0005634', u'GO:0006366', u'GO:0007010', u'GO:0007283', u'GO:0007498', u'GO:0009913', u'GO:0043588', u'GO:0046872', u'GO:0051729', u'GO:1901994']"
305321,"globus pallidus, internal segment",CD3D,8.6386,1.1081818132850303,7.478,precentral gyrus,0.7046040287721568,P04234,"[u'GO:0003713', u'GO:0004888', u'GO:0042101', u'GO:0005737', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0007166', u'GO:0042101', u'GO:0016021', u'GO:0030217', u'GO:0031295', u'GO:0042101', u'GO:0042101', u'GO:0042105', u'GO:0045059', u'GO:0045944', u'GO:0046982', u'GO:0050776', u'GO:0050852']"
305537,"globus pallidus, internal segment",TPBG,8.6919,1.1282462570268783,6.7489,precentral gyrus,0.4251702591374784,Q13641,"[u'GO:0005783', u'GO:0005887', u'GO:0007155', u'GO:0009986']"
305681,long insular gyri,NDUFS5,3.0372,1.0004293532363158,3.1861,precentral gyrus,0.940303111393906,O43920,"[u'GO:0005739', u'GO:0005743', u'GO:0005747', u'GO:0005747', u'GO:0005747', u'GO:0005758', u'GO:0006120', u'GO:0006120', u'GO:0008137', u'GO:0008137', u'GO:0022904', u'GO:0022904', u'GO:0032981', u'GO:0044237', u'GO:0044281']"
305899,"globus pallidus, internal segment",NFIX,8.3804,1.0109840764342763,6.1082,precentral gyrus,0.1796165405735798,Q14938,"[u'GO:0000122', u'GO:0003677', u'GO:0003700', u'GO:0003700', u'GO:0003705', u'GO:0005634', u'GO:0006260', u'GO:0006366', u'GO:0021680', u'GO:0021707', u'GO:0045944', u'GO:0048708']"
306037,"globus pallidus, internal segment",NFIL3,9.0432,1.2604908927963197,8.0866,precentral gyrus,0.9378551496056029,Q16649,"[u'GO:0000122', u'GO:0000977', u'GO:0000979', u'GO:0001078', u'GO:0003677', u'GO:0003700', u'GO:0003714', u'GO:0005634', u'GO:0006366', u'GO:0006955', u'GO:0007623', u'GO:0010628', u'GO:0071353']"
306147,"globus pallidus, external segment",SLC25A27,8.4175,1.0249501338981146,7.295,precentral gyrus,0.6344677239536873,O95847,"[u'GO:0005739', u'GO:0005743', u'GO:0006091', u'GO:0006810', u'GO:0008284', u'GO:0010917', u'GO:0016021', u'GO:0035356', u'GO:0043025', u'GO:0043066', u'GO:0045177', u'GO:0046324', u'GO:0048839', u'GO:0051562', u'GO:0070997']"
306361,"globus pallidus, internal segment",SART3,8.3537,1.000933032383482,7.6584,precentral gyrus,0.7737438615003095,Q15020,"[u'GO:0000166', u'GO:0000244', u'GO:0000244', u'GO:0000387', u'GO:0000387', u'GO:0000398', u'GO:0000902', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0006334', u'GO:0010468', u'GO:0015030', u'GO:0016607', u'GO:0017070', u'GO:0017070', u'GO:0017070', u'GO:0030621', u'GO:0030621', u'GO:0030624', u'GO:0042393', u'GO:0044822', u'GO:0044822', u'GO:0048872', u'GO:0071425', u'GO:1903586', u'GO:1990381', u'GO:1990381', u'GO:0000387', u'GO:0017070', u'GO:0030621', u'GO:0046540', u'GO:0071002', u'GO:0005691', u'GO:0071001']"
306557,"globus pallidus, internal segment",FOCAD,8.4747,1.046482707669854,7.9086,precentral gyrus,0.869635137268512,Q5VW36,"[u'GO:0005515', u'GO:0005925', u'GO:0016021']"
306731,putamen,HTT,2.4466,1.2227569418654989,4.1879,precentral gyrus,0.5563547498248197,P42858,"[u'GO:0000050', u'GO:0000052', u'GO:0000132', u'GO:0002039', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0016023)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0043005)|occurs_in(GO:0016604)|occurs_in(GO:0043025)|occurs_in(GO:0005634)|occurs_in(GO:0005829)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005739', u'GO:0005770', u'GO:0005776', u'GO:0005783', u'GO:0005794', u'GO:0005829', u'GO:0006606', u'GO:0006888', u'GO:0006890', u'GO:0007029', u'GO:0007030', u'GO:0007212', u'GO:0007283', u'GO:0007569', u'GO:0007625', u'GO:0007626', u'GO:0008088', u'GO:0008134', u'GO:0008340', u'GO:0008542', u'GO:0009952', u'GO:0016197', u'GO:0016234', u'GO:0019244', u'GO:0019805', u'GO:0021756', u'GO:0021988', u'GO:0021990', u'GO:0030073', u'GO:0030424', u'GO:0030425', u'GO:0030659', u'GO:0031587', u'GO:0034047', u'GO:0034452', u'GO:0035176', u'GO:0042445', u'GO:0042802', u'GO:0042802', u'GO:0043234', u'GO:0043524', u'GO:0044325', u'GO:0045505', u'GO:0046902', u'GO:0047496', u'GO:0048167', u'GO:0048341', u'GO:0048487', u'GO:0048513', u'GO:0048666', u'GO:0050809', u'GO:0051402', u'GO:0051592', u'GO:0051881', u'GO:0051938', u'GO:0055072', u'GO:2001237']"
306871,"globus pallidus, internal segment",COL11A1,2.5102,1.1988151290703482,4.2848,precentral gyrus,0.5192170015356957,P12107,"[u'GO:0001502', u'GO:0001503', u'GO:0002063', u'GO:0005201', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005592', u'GO:0005592', u'GO:0005788', u'GO:0005788', u'GO:0005788', u'GO:0006029', u'GO:0007601', u'GO:0007601', u'GO:0007605', u'GO:0022617', u'GO:0030198', u'GO:0030198', u'GO:0030199', u'GO:0030574', u'GO:0030674', u'GO:0035987', u'GO:0035989', u'GO:0042472', u'GO:0046872', u'GO:0048704', u'GO:0050840', u'GO:0050910', u'GO:0055010']"
306981,"globus pallidus, internal segment",MET,8.7747,1.159415786892263,8.0564,precentral gyrus,0.9262807430180738,P08581,"[u'GO:0000187', u'GO:0001886', u'GO:0001889', u'GO:0001890', u'GO:0004713', u'GO:0004713', u'GO:0005008', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005576', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005886', u'GO:0005887', u'GO:0007165', u'GO:0007166', u'GO:0007411', u'GO:0007420', u'GO:0007519', u'GO:0008283', u'GO:0009925', u'GO:0009986', u'GO:0010828', u'GO:0014812', u'GO:0014902', u'GO:0016021', u'GO:0018108', u'GO:0018108', u'GO:0018108', u'GO:0018108', u'GO:0018108', u'GO:0018108', u'GO:0019903', u'GO:0019903', u'GO:0030534', u'GO:0042593', u'GO:0045944', u'GO:0046777', u'GO:0048012', u'GO:0048754', u'happens_during(GO:0001656)', u'GO:0050918', u'dependent_on(GO:0071526)', u'GO:0051450', u'GO:0060665', u'GO:0071526', u'GO:1901299', u'GO:2001028', u'dependent_on(GO:0048012)']"
307212,putamen,TUFM,8.378,1.0100806118004972,8.1322,precentral gyrus,0.9553317370357784,P49411,"[u'GO:0003746', u'GO:0003924', u'GO:0005515', u'GO:0005525', u'GO:0005739', u'GO:0005739', u'GO:0005739', u'GO:0006414', u'GO:0006996', u'GO:0016020', u'GO:0032543', u'GO:0042645', u'GO:0044822', u'GO:0070062', u'GO:0070125']"
307430,"globus pallidus, internal segment",SCGB1D1,8.8025,1.1698809189002064,7.9885,precentral gyrus,0.9002574911209478,O95968,"[u'GO:0005615', u'GO:0005615', u'GO:0005615', u'GO:0046982']"
307560,"globus pallidus, internal segment",IFNA1,9.3861,1.3895734023475337,7.9205,precentral gyrus,0.8741959133741939,A0A087WWS6,"[u'GO:0005125', u'GO:0005126', u'GO:0005615', u'GO:0051607']"
307776,"globus pallidus, internal segment",PFDN5,8.5459,1.0732854918053054,7.8265,precentral gyrus,0.8381696147242698,Q99471,"[u'GO:0003714', u'GO:0005515', u'GO:0005634', u'GO:0005737', u'GO:0006355', u'GO:0006457', u'GO:0016272', u'GO:0044267', u'GO:0045892', u'GO:0051082', u'GO:0051084', u'GO:0060041', u'GO:0090090']"
